,AFG,AGO,ARE,ARG,AUS,AUT,AZE,BEL,BGD,BGR,BHR,BLR,BRA,BRN,BWA,CAN,CHE,CHL,CIV,CMR,COD,CRI,CUB,CYP,CZE,DEU,DNK,DZA,EGY,ESP,ETH,FIN,FJI,FRA,GBR,GEO,GHA,GIN,GRC,GUM,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LKA,LSO,MAR,MDG,MDV,MEX,MMR,MNE,MNG,MNP,MOZ,MUS,MYS,NGA,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SRB,SWE,TCD,THA,TJK,TKM,TLS,TUN,TUR,TZA,UGA,UKR,USA,UZB,VNM,ZAF,ZMB,ZWE
KEN,0.6931471805599454,0.12530398598184966,0.18805276232559187,0.31181171511906647,0.25420407710927906,0.21957194172351846,0.20441464588025848,0.24737515822247125,0.17499761321739737,0.48926028632589325,0.25417298718003134,0.3159989195443502,0.2331565765424486,0.6136738109040023,0.6619466929268167,0.17172207862186117,0.14907571623328275,0.12966722799224906,0.1271883832020113,0.3101025674620712,0.3101025674620712,0.3101025674620712,0.3159989195443502,0.3159989195443502,0.19875281706979986,0.19613585513148823,0.13411177310093492,0.17154816951015373,0.04111895521091391,0.26878823805872143,0.05204946970866842,0.25544416311777285,0.49477654192145426,0.23556039964359288,0.22115186301990142,0.3201455715342272,0.07030735545548716,0.1317127021692981,0.16862109084366428,0.49705431523142973,0.2115996247459364,0.2560429560884283,0.17684221504409048,0.2367386569865768,0.103361892187954,0.18311780711818415,0.2406647852867141,0.11430325468742741,0.37613663732588165,0.19696865110334105,0.25157219718256796,0.5035483856426759,0.0,0.5157856264304346,0.3322061926362232,0.3170695497642182,0.16548268110918363,0.6359768440060798,0.29069981078711105,0.13817845167882425,0.6619466929268167,0.11292396825547257,0.3067424988919629,0.19929948477538328,0.14277127874879803,0.3267874940632436,0.3159989195443502,0.36938205076211084,0.2341405625105577,0.3101025674620712,0.16955886949616983,0.2709419627330085,0.08905480532067189,0.1908257487653504,0.23481114147975068,0.2585987668415508,0.19341385595399396,0.1292417662728229,0.16112693081893648,0.12574373590484988,0.24580895023932814,0.29787910855359545,0.6773294734917317,0.6516765322953992,0.1495953716680838,0.32675291741690404,0.1779264336541435,0.3101025674620712,0.26636686222182027,0.25224968197294295,0.3958087314352279,0.3101025674620712,0.12370162467609891,0.07412159136512342,0.3101025674620712,0.2836320540024335,0.17168985895157318,0.20433555611990273,0.3159989195443502,0.3018519250011744,0.6931471805599454,0.33636561236523765,0.3101025674620712,0.4191952942016468,0.11232809754097395,0.06965093563283031,0.1319641384725878,0.17847738941428992,0.17191383125013227,0.2829957214646732,0.2768091599053082,0.185745547983444,0.1020307687669324,0.1448824365565946
KGZ,0.16780466099830538,0.49210687429224076,0.3967800418172698,0.5051807117117908,0.43152432198296875,0.5131641148602,0.25689425205122474,0.5173279906379016,0.520250208353306,0.6931471805599455,0.6931471805599454,0.4595270086701514,0.5455083925263007,0.6931471805599454,0.6632371499126674,0.43179252536495083,0.49221717855511504,0.5343557857887689,0.501791137118903,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.4595270086701514,0.4595270086701514,0.44720260247081156,0.47367254288577465,0.4916361095465063,0.4864134013999124,0.5362226444661566,0.5229712961897177,0.5404271730743768,0.5067956879170643,0.6931471805599454,0.48024745505463295,0.45822149606253326,0.2930743474703035,0.5280016842958968,0.4948239842742258,0.5020377908048497,0.6931471805599456,0.4955658871439379,0.4802132563469321,0.49769807861992055,0.4836823288554113,0.44822416801418585,0.47248551622378643,0.5047314839058388,0.4995732532442645,0.5557504843578895,0.576555194362431,0.48220877455160993,0.08367659755473822,0.5157856264304346,0.0,0.5286855209802002,0.48944617782629596,0.4769720890508252,0.6931471805599456,0.6931471805599452,0.5026444907289083,0.6632371499126674,0.5372649352873651,0.6931471805599455,0.48890154556484866,0.5275568380326123,0.4983118575799952,0.4595270086701514,0.47916456225383497,0.5257000918512915,0.6931471805599453,0.5461751708369822,0.5026183613794473,0.5482600136542826,0.5179871172761126,0.49637414612034236,0.4826890435683824,0.4620892248923396,0.49800361154343764,0.28877931668523926,0.5146988554049505,0.5061537151214557,0.5140031250478994,0.6931471805599454,0.6639533439350371,0.5073427472155758,0.46507118595850283,0.5054468087532398,0.6931471805599453,0.5537483319513268,0.5162352939980654,0.510661405804993,0.6931471805599453,0.5079982387702064,0.5120046142644219,0.6931471805599453,0.49403274083403126,0.5174022965295519,0.4986459818464488,0.4595270086701514,0.47642623510764937,0.16780466099830538,0.297982355808029,0.6931471805599453,0.6931471805599452,0.4666761991156385,0.5208639520706928,0.5306187285705483,0.47377220839847933,0.4584343164539426,0.2250206087304767,0.4914098661497919,0.498107005998087,0.5017083440164403,0.4850773972101039
KHM,0.6931471805599456,0.4621207927267259,0.16910221946427617,0.4894502847422775,0.08552818490996428,0.39947848530453856,0.47985942255448055,0.38240982002373736,0.15533777716715713,0.601763595694299,0.4452291003051434,0.606000051032898,0.35548145835099154,0.3546001285507199,0.5991081614028422,0.18357478247539394,0.44453589305018637,0.4371599249659215,0.45228960519012174,0.47329261614569207,0.47329261614569207,0.47329261614569207,0.606000051032898,0.606000051032898,0.3857750970806788,0.2781710873869141,0.41662986915074507,0.424004652431482,0.38500794184232623,0.3129127096036117,0.3909766442290281,0.36076722675917994,0.585990592095808,0.17180847029288016,0.1686293033809254,0.4449762741193397,0.4054184905412348,0.4591473999163158,0.3902302719696187,0.5939511195471263,0.3642435802314985,0.06580240559650141,0.20759021872284045,0.4974472678405748,0.35329135555840274,0.5030604406484231,0.5379048095822911,0.35570477507333864,0.29624402209961165,0.3370356530168337,0.17154699710444898,0.5625604188240845,0.3322061926362232,0.5286855209802002,0.0,0.12675738857119967,0.4896892187543138,0.4208480808550821,0.3702887172433429,0.21982729648475896,0.5991081614028422,0.3508640994914365,0.46814279245790313,0.22940364420238257,0.4227785873179384,0.12727832027844332,0.606000051032898,0.49371032972782514,0.348184072954862,0.47329261614569207,0.4537279918202226,0.05830078623133916,0.39858378736888334,0.32039793864555977,0.5381952855336329,0.14451104307922558,0.10747391532150896,0.45578770823130466,0.2954585376032015,0.44348947918698656,0.5435160565223645,0.11686404699896435,0.6741948897227763,0.5911481572700572,0.3878174863992685,0.5986914010398559,0.40176628022418415,0.47329261614569207,0.3051073576538932,0.538768643964809,0.2763133156293307,0.47329261614569207,0.44530437720300786,0.41738522748568396,0.47329261614569207,0.07748309250776408,0.4122890835612063,0.4381032332335435,0.606000051032898,0.047240648132847785,0.6931471805599456,0.6088756628480925,0.47329261614569207,0.4091649423497705,0.38404828984717865,0.4089174348424136,0.43715809552978446,0.5032386765367707,0.18918169212371128,0.5492203782907334,0.073889111509303,0.31624131922652277,0.44247009926836633,0.4726700923741167
KOR,0.6908281903929212,0.3207197235167101,0.09707822339391603,0.3762001420217751,0.043203453418195537,0.21009165419418618,0.4612113372987183,0.20555947338512803,0.18484334096201094,0.4612416236395531,0.423489899355848,0.47038073577966566,0.2165451789661832,0.3345727636271354,0.6510636026632404,0.08843615729824839,0.27779166977589953,0.3018965075255644,0.43906771119867205,0.6055851838526363,0.6055851838526363,0.6055851838526363,0.47038073577966566,0.47038073577966566,0.21655492211807026,0.1251203883950267,0.2764378788421107,0.2848734031158955,0.32959530533492076,0.1689587988553547,0.31480053260047614,0.26505092876693315,0.4263443435375214,0.07127441034454707,0.06279517948790625,0.3397490337687725,0.34226775187559855,0.4353048608277976,0.2287591672708187,0.45425290252719286,0.21248003792049408,0.05090506878166634,0.12535840537527898,0.3081425868889429,0.275015158975227,0.4310738900450861,0.32876126502094727,0.2215696180425888,0.17631969566585814,0.26539081250321805,0.037876236920729056,0.5083938314489282,0.3170695497642182,0.48944617782629596,0.12675738857119967,0.0,0.43020383887968716,0.44572844318622695,0.35317490132061513,0.1590473446086298,0.6510636026632404,0.22746990064960304,0.5955253693874858,0.1522941013400283,0.2916834143433691,0.18668443322651251,0.47038073577966566,0.3697143936052709,0.1765585443919817,0.6055851838526363,0.30389288007136783,0.05547529409489549,0.3951437617714264,0.17311854702521634,0.3302248542886419,0.1581774799459681,0.0489159714690266,0.43694512445086175,0.22358193705349638,0.44732614182196073,0.33562461483790984,0.12011967802982548,0.6528569726281994,0.6333642745713002,0.24327552272576414,0.4474564215866277,0.2285445921887881,0.6055851838526363,0.27072475209574787,0.32930404004189917,0.19029183930348292,0.6055851838526363,0.43951917345109237,0.33372007223116285,0.6055851838526363,0.04596580468606426,0.24077733884210528,0.24834857175853253,0.47038073577966566,0.07654950094372559,0.6908281903929212,0.4784774631313371,0.6055851838526363,0.4581655291277764,0.25820376376732046,0.3428685292243929,0.45896052373517326,0.3516551558354155,0.08708186578382904,0.46020202629879137,0.09729654579442526,0.18756136135988344,0.4240912071425962,0.4313847062881506
KWT,0.6931471805599452,0.09339672243871,0.2858303459038447,0.3313727893799461,0.383980210189377,0.23948335253578978,0.12168562124399418,0.2887265882497445,0.34180032906519053,0.6931471805599452,0.4920251454875235,0.07901406619491208,0.3147843083342806,0.6931471805599454,0.6931471805599453,0.24734346801089768,0.18633917323893456,0.2123553054193298,0.03067968722323755,0.4138250136199919,0.4138250136199919,0.4138250136199919,0.07901406619491208,0.07901406619491208,0.2598692645125842,0.26946764316248895,0.210899510159691,0.08482447216325051,0.1613460263429769,0.3741193892118182,0.19174589262683517,0.31558088559686226,0.6931471805599452,0.3438727728518387,0.3019486364996422,0.2117366468269376,0.12214081083474393,0.01805231837721266,0.18573429465674696,0.6931471805599452,0.22355239490410017,0.38750570334896484,0.31788847357356564,0.22827337107689283,0.15143778200236868,0.002055954955595296,0.24550276064885712,0.18105359873440552,0.4511469793561007,0.28461165009715406,0.39404397115092227,0.44947193915923167,0.16548268110918363,0.4769720890508252,0.4896892187543138,0.43020383887968716,0.0,0.6687221283220988,0.4864452806011612,0.2590093517052745,0.6931471805599453,0.21387754777355306,0.4160256024415411,0.25730096269923686,0.24287940441619194,0.46355565544012944,0.07901406619491208,0.19124289013314266,0.29360916661364533,0.4138250136199919,0.2720028536233974,0.40920124748276554,0.14797767480198154,0.28218491259108647,0.21628974553335267,0.41855411740114645,0.3376590198274039,0.023580379239228844,0.1985449862455142,0.057778710697227176,0.25039914934695817,0.45011260767606154,0.6931471805599452,0.6931471805599454,0.14565453037847154,0.10050267553178294,0.19640067905356573,0.4138250136199919,0.3100682737213538,0.2844696556073888,0.4186842429630149,0.4138250136199919,0.043759007806353445,0.09130690597020075,0.4138250136199919,0.44116161827988676,0.20049728355093688,0.2100952374828905,0.07901406619491208,0.46554296786148575,0.6931471805599452,0.1195571065242948,0.4138250136199919,0.4854296906498776,0.1224955604308311,0.10370676203130058,0.09455293377600804,0.07088751640449464,0.2636838584852357,0.11380809235822409,0.43148090280802465,0.24165368970238088,0.05955652757720953,0.004603786344147376
LAO,0.6931471805599452,0.672205370904952,0.5816212747474754,0.6891357666371254,0.4977288972963194,0.6706067200295425,0.6663750294101347,0.6721234237804292,0.5506385940003589,0.6931471805599452,0.657622892803114,0.6931471805599454,0.6691190198121033,0.2510370673493061,0.6931471805599454,0.5560078307934053,0.6526285578596371,0.6653172066567952,0.6641053402502175,0.6589287365014824,0.6589287365014824,0.6589287365014824,0.6931471805599454,0.6931471805599454,0.645275932607543,0.5770258110226005,0.6416641711262996,0.673447552952688,0.6327658885111258,0.6575623671788031,0.632142517698985,0.6719271039358286,0.6808413447892727,0.5655433764172331,0.4820820714312566,0.6735049877181818,0.664397457331541,0.6649852148091346,0.6703634579942981,0.6797744806569606,0.6723609536425601,0.4218806335631353,0.591716785240906,0.6854916544862457,0.6641302348100129,0.6703872234498532,0.6856988839394389,0.6412015799766548,0.6354507956270912,0.6613642155899504,0.5619177683867258,0.6819155196704536,0.6359768440060798,0.6931471805599456,0.4208480808550821,0.44572844318622695,0.6687221283220988,0.0,0.6639541328597292,0.5702791386766277,0.6931471805599454,0.6424121939211695,0.6516691955167035,0.5861350010355582,0.6666400154708698,0.47945533508318605,0.6931471805599454,0.4553344010110427,0.6584499053922603,0.6589287365014824,0.6659354879332675,0.40540388678938033,0.6584032419013357,0.6178245793844559,0.6858834790455524,0.448616118559791,0.5162321578403923,0.6645590034358774,0.6185204036898142,0.6628843431395542,0.6931471805599454,0.5385084281099937,0.6754174689013845,0.6809080899178657,0.666749124038728,0.6931471805599453,0.6692722618513034,0.6589287365014824,0.6487201905973856,0.6875783760569807,0.2953067967439662,0.6589287365014824,0.6607313560316412,0.6660289338669314,0.6589287365014824,0.45042282523504573,0.669850073392853,0.6722174576015356,0.6931471805599454,0.45507890521906713,0.6931471805599452,0.6931471805599454,0.6589287365014824,0.6638801994308874,0.6653999125860333,0.6647398646741396,0.6618314954870135,0.6734260909009273,0.568610998322342,0.675895676016682,0.5012965850710631,0.6025138245103592,0.635358532204289,0.6666504637582139
LBN,0.6931471805599454,0.3664666527085838,0.3440302684315397,0.5365506521339269,0.3410225800784097,0.2663535760809361,0.4375228250236738,0.24051648626293054,0.2060090356986779,0.3538820117533288,0.12110139953877641,0.6931471805599454,0.1606464309840776,0.4559741236558783,0.6931471805599454,0.36809763997085754,0.39918323033289305,0.2606680486928188,0.38423571182457317,0.24347170388986172,0.24347170388986172,0.24347170388986172,0.6931471805599454,0.6931471805599454,0.37411566359454373,0.34893904191652947,0.4247162716385986,0.3421307060812848,0.25743968324687083,0.22637545485095756,0.25380896937150577,0.44581096026660183,0.38707236792154354,0.29124972613554845,0.3788837141053969,0.4077676593778081,0.22872630519931247,0.4055667325791119,0.26189569847913985,0.39342538841666164,0.27301142974828396,0.33665843488086944,0.17648520106150545,0.4919327094795505,0.20075323707556425,0.5172171331947525,0.45067936762088023,0.28587954246192093,0.25085012332212187,0.08412032167445349,0.316781557830244,0.6219384339711718,0.29069981078711105,0.6931471805599452,0.3702887172433429,0.35317490132061513,0.4864452806011612,0.6639541328597292,0.0,0.23109584901478208,0.6931471805599454,0.1745884097856285,0.24776321204579865,0.29279953491090915,0.2770050918501179,0.31703684278256095,0.6931471805599454,0.6931471805599454,0.1942877046559286,0.24347170388986172,0.2755790076827451,0.30593708567976274,0.22887900257419613,0.24330978848204543,0.46870948564085047,0.3365832820332382,0.3238204361111994,0.39533805630699737,0.2990279623740528,0.353288976875929,0.4424713707701615,0.35420961423817765,0.6931471805599454,0.6931471805599454,0.25510784591762126,0.6931471805599453,0.2700024633388516,0.24347170388986172,0.3789158212609003,0.4290844646140497,0.5236449277955522,0.24347170388986172,0.3691047858510843,0.2691529316048209,0.24347170388986172,0.3388558345304753,0.2488087192682249,0.346360594069518,0.6931471805599454,0.3742159294576304,0.6931471805599454,0.6931471805599454,0.24347170388986172,0.12296817546177508,0.27991484463836547,0.2463807029499976,0.3254153562792068,0.4898875921828669,0.33195826029357667,0.5965200689084099,0.3026212346581849,0.3242960279156524,0.43592287875451374,0.44359611130347865
LKA,0.693147180559945,0.16563322580267625,0.07376976361383836,0.3071858761993742,0.1097784239777595,0.12107205705877733,0.3001564061347939,0.12582477668152325,0.11821869034690469,0.42378572852494334,0.2858857918607114,0.36535564141190724,0.12261085839389474,0.49200713284597963,0.6550914561422683,0.08242020850240239,0.1452591781725472,0.15202808369823995,0.24606460191352775,0.4425406463707988,0.4425406463707988,0.4425406463707988,0.36535564141190724,0.36535564141190724,0.15095435462843465,0.09199321096822954,0.12591508784674366,0.14862494473103882,0.11029949479027579,0.10424031654124466,0.10362194458885132,0.21042409027755715,0.4274926993673829,0.09382938847913369,0.10149051938549869,0.26850897552472075,0.15262978154360685,0.2456046525215645,0.10852211054631389,0.4383579196775289,0.11610112937904926,0.14771003638494173,0.050998812038104635,0.22886861946079895,0.10122474845433582,0.2687544312324981,0.23159549316849093,0.06352372037966236,0.17908449328873988,0.13625011207635773,0.11190552947414023,0.4927742182929582,0.13817845167882425,0.5026444907289083,0.21982729648475896,0.1590473446086298,0.2590093517052745,0.5702791386766277,0.23109584901478208,0.0,0.6550914561422683,0.06568681303811474,0.4376485761399358,0.032514083096309765,0.1536160520419969,0.15512162360221549,0.36535564141190724,0.4024133240204575,0.12303865506222866,0.4425406463707988,0.17299562540537705,0.12378615495113188,0.20197749511605245,0.07484721413452533,0.23146504168754056,0.16554358321481155,0.08641519504748807,0.24555710740170889,0.11221395536445788,0.2512523948249916,0.2344867366520449,0.14895296533405933,0.6747430814470183,0.645012599500643,0.11078468264282226,0.36681703525670284,0.11461618456354361,0.4425406463707988,0.1602288715760667,0.23490361640711144,0.3488869636535026,0.4425406463707988,0.24580800840495898,0.14875051462971278,0.4425406463707988,0.16267436432963178,0.11632223313201862,0.14598641025847625,0.36535564141190724,0.15980400175161957,0.693147180559945,0.382107756140428,0.4425406463707988,0.36037872750868205,0.11185629268870367,0.15314979857749744,0.26252492533952787,0.21922622958984705,0.06495586057476244,0.34134524545894984,0.10956231643711867,0.090871132519458,0.20028094183119793,0.2493772004470547
LSO,0.6931471805599453,0.6931471805599452,0.6545539892878003,0.24922073851679472,0.6206197390994828,0.6931471805599454,0.6931471805599453,0.6499309905613659,0.6452896634392837,0.6931471805599453,0.6931471805599454,0.6931471805599453,0.6214145316822947,0.6931471805599452,0.0,0.6113909803931188,0.6785862103836873,0.6931471805599451,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6602847816535177,0.6249837672060675,0.6931471805599452,0.6931471805599452,0.6142852463915767,0.6931471805599454,0.6931471805599453,0.6931471805599452,0.6270290353555683,0.6367900338625341,0.6931471805599453,0.6931471805599454,0.6931471805599454,0.6426848451172628,0.6931471805599454,0.5795483697651048,0.5928351398948246,0.6261914579260779,0.5601776693005661,0.6931471805599454,0.6931471805599453,0.6931471805599452,0.6509090067413116,0.6210628451493521,0.6931471805599454,0.622527301706786,0.6931471805599454,0.6619466929268167,0.6632371499126674,0.5991081614028422,0.6510636026632404,0.6931471805599453,0.6931471805599454,0.6931471805599454,0.6550914561422683,0.0,0.6931471805599452,0.6931471805599453,0.6567034795541387,0.6229064606061927,0.6382013733419416,0.6931471805599453,0.6931471805599456,0.6931471805599456,0.6931471805599453,0.6931471805599452,0.5976415235992079,0.6931471805599453,0.5882160744908915,0.6931471805599454,0.6666989187622048,0.6353901100961965,0.6931471805599451,0.6931471805599454,0.6931471805599453,0.6931471805599452,0.4240788755958833,0.6931471805599452,0.04530884587241385,0.6931471805599454,0.6931471805599453,0.6640686357012977,0.6931471805599453,0.6931471805599453,0.6931471805599454,0.6662108490824015,0.6931471805599453,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.5860356567716687,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.656147268113823,0.6931471805599453,0.6931471805599454,0.6931471805599453,0.6931471805599454,0.6435039913530347,0.6931471805599452,0.6931471805599454,0.6931471805599454,0.6104936005495898,0.6931471805599453,0.6430648585167351,0.5059089437305303,0.6931471805599452,0.6931471805599452
MAR,0.6931471805599452,0.09762659359766435,0.13903085305384555,0.28739429191690724,0.20479721932508532,0.05299604452808748,0.26661806797137255,0.06657363491710355,0.17923040314051475,0.35540235994039127,0.22464237045267232,0.31849420983955956,0.06092323893770368,0.4848567324493165,0.6931471805599452,0.13544599919973965,0.09394718318829409,0.07544223163626818,0.20615835065492005,0.4330024449772796,0.4330024449772796,0.4330024449772796,0.31849420983955956,0.31849420983955956,0.10878034034838335,0.10686655987317284,0.10917939450003344,0.08376869934485343,0.07495263590671497,0.08977747733975949,0.06217203154750295,0.23430910431044216,0.36472736390441085,0.13247970619881433,0.1556662869469907,0.23308749122770278,0.09524920215822053,0.20412187481963695,0.041789938768105994,0.364025950815529,0.07199796805429193,0.22750469858790456,0.07480374598106865,0.17999157746369798,0.06066555889304914,0.2228873830474739,0.14956353526132204,0.0285400088865968,0.18875292889015238,0.07319250018936851,0.16054291982172897,0.4778789287680738,0.11292396825547257,0.5372649352873651,0.3508640994914365,0.22746990064960304,0.21387754777355306,0.6424121939211695,0.1745884097856285,0.06568681303811474,0.6931471805599452,0.0,0.4224259708744136,0.10021892653559683,0.09162101186781113,0.2827177916272259,0.31849420983955956,0.368464813987329,0.06037536635861618,0.4330024449772796,0.09300283629735495,0.2261863350135842,0.15952490735783575,0.05052155255305468,0.1510280490225775,0.24250045642718465,0.16174809542014845,0.2047881675856622,0.11164388824256388,0.21433907707983146,0.15667881463646394,0.25559878793963176,0.6512244152521796,0.6696442984778643,0.034297840505926436,0.32914845236530244,0.041095098751350756,0.4330024449772796,0.19655724640877859,0.15293942170302177,0.3663763190828675,0.4330024449772796,0.2061077941826548,0.08829406675616092,0.4330024449772796,0.24674094099038602,0.03514637219685013,0.07935377770217222,0.31849420983955956,0.2833819784060658,0.6931471805599452,0.33867276529654866,0.4330024449772796,0.3281815377009687,0.05516652645843867,0.09600562619219755,0.22930083409772717,0.15658449237798333,0.1084293339811917,0.302193602760763,0.2287631811468711,0.08719475807279542,0.1837191488152603,0.20580061695179253
MDG,0.6931471805599452,0.5048610701212296,0.5480096637966139,0.6861361656747325,0.5361457269698608,0.5816351090357568,0.34034418183295434,0.5968194473893955,0.3449708818902548,0.6931471805599452,0.25054582994002994,0.6931471805599453,0.5194970812070866,0.6858884938288161,0.6931471805599453,0.543967925953986,0.5757121928561604,0.4443344856606898,0.25398740398983854,0.007979345617629328,0.007979345617629328,0.007979345617629328,0.6931471805599453,0.6931471805599453,0.5983273249129232,0.5985372215815622,0.5893787160210197,0.5304796719982343,0.29953314126361463,0.6033940143523733,0.34458495915578014,0.5914960571009781,0.6611208754916987,0.5881704614718961,0.5786433273925231,0.5315941659108,0.26584462595351166,0.2890346809076527,0.5445625656210406,0.6572902827303112,0.5748831080474027,0.517672120310688,0.437880259902542,0.6765772952017978,0.3314779517924058,0.46179426606246265,0.6771947471523666,0.5107952918928188,0.6200373325091548,0.31873185259946846,0.5831168178693771,0.6508139824042262,0.3067424988919629,0.6931471805599455,0.46814279245790313,0.5955253693874858,0.4160256024415411,0.6516691955167035,0.24776321204579865,0.4376485761399358,0.6931471805599453,0.4224259708744136,0.0,0.5215591889546689,0.47768756576564964,0.4764733919777482,0.6931471805599453,0.6858441692964488,0.5313119915474618,0.007979345617629328,0.4938648112336531,0.4765169496303583,0.14682938173730797,0.5500476110687078,0.6777380336030163,0.4717502297276277,0.5072089633950418,0.2723072545935178,0.44191226848424137,0.2020418221348862,0.6931471805599452,0.5298029994166613,0.6412018678046256,0.6613582234585581,0.4922205909916024,0.6931471805599453,0.5559353433938627,0.007979345617629328,0.5303199075383692,0.6824053732012283,0.625901335335111,0.007979345617629328,0.22431112982925994,0.3280273007607981,0.007979345617629328,0.5453103330128379,0.5385601805624547,0.6044283960328017,0.6931471805599453,0.5511698306163839,0.6931471805599452,0.6931471805599454,0.007979345617629328,0.24469836898298725,0.44590444537936436,0.2794626745438734,0.15417863339359272,0.5878282791399939,0.5559945420217904,0.5729375707949959,0.49421681148608654,0.5627269272869636,0.3378099576577276,0.34993023518214705
MDV,0.6931471805599454,0.16576536160362676,0.05921422301751589,0.291022229318189,0.10686663432197063,0.10376963386968518,0.32076224920593743,0.1085433617316578,0.15847932527086117,0.44561425127104237,0.35833488364893573,0.3199339075647081,0.12693270055643424,0.4851178843815951,0.6567034795541387,0.08176561526859905,0.14382772929041976,0.17525686210449432,0.27244906247913847,0.5291560452588724,0.5291560452588724,0.5291560452588724,0.3199339075647081,0.3199339075647081,0.1736379725422137,0.08376549031047942,0.14796456587353157,0.1337427295442093,0.18148663562558753,0.09771950108016392,0.17236318352681468,0.14133112863419584,0.43921368062660937,0.07245365768602419,0.08339301999765025,0.2652084692025165,0.19320112759339136,0.2656979108722206,0.10269706847410132,0.452928125987923,0.09900856680043613,0.15372124599963,0.06545808122736219,0.20348100265250113,0.13205325157797354,0.259341555269345,0.21220516095691622,0.0858990977370524,0.14971998636638073,0.16715576002104804,0.10994005099149762,0.4822200364873841,0.19929948477538328,0.48890154556484866,0.22940364420238257,0.1522941013400283,0.25730096269923686,0.5861350010355582,0.29279953491090915,0.032514083096309765,0.6567034795541387,0.10021892653559683,0.5215591889546689,0.0,0.17436312566459145,0.1433862685636309,0.3199339075647081,0.37128155324899015,0.1293274590455742,0.5291560452588724,0.19267084769451226,0.13367958024725723,0.25594472775555555,0.08428629577681623,0.20841525247955173,0.22204376602654063,0.0882080077798224,0.26862955445712955,0.13597581315632756,0.2874007621234045,0.2180132694281649,0.1351726627164469,0.6688434146180244,0.64283332265897,0.10913694603428525,0.32008701510935245,0.10639148078125382,0.5291560452588724,0.10302133902153954,0.2209894322504764,0.34461494107437596,0.5291560452588724,0.27651440211205647,0.17717204552980204,0.5291560452588724,0.15637078580080122,0.11494171489317262,0.1256260591380558,0.3199339075647081,0.1578263731392413,0.6931471805599454,0.3400041703055976,0.5291560452588724,0.40743525440038875,0.11933436594651514,0.18954385991399758,0.3083825976988608,0.19604397089959869,0.05725109780753179,0.3207391291510364,0.12689707984881826,0.09640335064307504,0.2534041415358099,0.25888752139621585
MEX,0.6931471805599454,0.0649289121419303,0.20911066294904557,0.19275818500486586,0.26301067390873323,0.10914536736971958,0.2994667799903472,0.13433817893791788,0.28604440094606454,0.2145191600359383,0.1629162109610287,0.32653717054705755,0.1395504050990919,0.5601448472507247,0.6229064606061927,0.14441627798099566,0.05942457448022931,0.012277989020669233,0.24651373130192122,0.4849254861508929,0.4849254861508929,0.4849254861508929,0.32653717054705755,0.32653717054705755,0.18769913546663886,0.10290421498843805,0.09143102636693512,0.16050675701895067,0.11384368697056302,0.1841222836595955,0.08322754833371748,0.19677337655973481,0.2531093537117257,0.22705288891973852,0.1783282938490358,0.3631007369464132,0.08781203981560526,0.24219282268684572,0.07047279985343535,0.2593184938467237,0.12399567675890633,0.29688533189764077,0.1469381556828675,0.09528151751143987,0.09740792138073062,0.24835800655333118,0.07502986495712638,0.0985781614204988,0.3226980918068014,0.2157912999482534,0.18616948036376546,0.5133667637157537,0.14277127874879803,0.5275568380326123,0.4227785873179384,0.2916834143433691,0.24287940441619194,0.6666400154708698,0.2770050918501179,0.1536160520419969,0.6229064606061927,0.09162101186781113,0.47768756576564964,0.17436312566459145,0.0,0.40021813771787085,0.32653717054705755,0.37646427900849044,0.18601621666492996,0.4849254861508929,0.013499038399826802,0.3140410860319198,0.1853514133332883,0.11471673989878006,0.08665045602630372,0.3767221959284972,0.19742124191099908,0.2439623581571443,0.21770619137088887,0.25787789130643846,0.07374728835001099,0.2899498828170788,0.6682487228921576,0.610088780351066,0.0902667559876753,0.33687196115982976,0.07075750436208228,0.4849254861508929,0.29474310675934956,0.06452072825810728,0.4234457846935762,0.4849254861508929,0.24881047883012775,0.07773115378055362,0.4849254861508929,0.32070162256734847,0.05940873606160535,0.07560432006769391,0.32653717054705755,0.38074925571780316,0.6931471805599454,0.3461131548464187,0.4849254861508929,0.5334763001497993,0.06227706813055245,0.09177179236851929,0.2755253432641209,0.14207672928642778,0.12939086217338458,0.3174128978676177,0.3423148760416166,0.13487164039473942,0.2666807931472235,0.2396683057877843
